tweet,degree
RT mayasolovely As a woman you shouldnt complain about cleaning up your house amp as a man you should always take the trash out,0.0
RT mleew17 boy dats coldtyga dwn bad for cuffin dat hoe in the 1st place,0.0
RT UrKindOfBrand Dawg RT 80sbaby4life You ever fuck a bitch and she start to cry You be confused as shit,0.15
RT CGAnderson vivabased she look like a tranny,0.0
RT ShenikaRoberts The shit you hear about me might be true or it might be faker than the bitch who told it to ya 57361,0.08
TMadisonx The shit just blows meclaim you so faithful and down for somebody but still fucking with hoes 128514128514128514,0.10526315789473684
BrighterDays I can not just sit up and HATE on another bitch  I got too much shit going on,0.10526315789473684
8220selfiequeenbri cause Im tired of you big bitches coming for us skinny girls8221,0.07692307692307693
amp you might not get ya bitch back amp thats that,0.09090909090909091
rhythmixx hobbies include fighting Mariam bitch,0.16666666666666666
Keeks is a bitch she curves everyone  lol I walked into a conversation like this Smh,0.0625
Murda Gang bitch its Gang Land,0.16666666666666666
So hoes that smoke are losers   yea  go on IG,0.0
bad bitches is the only thing that i like,0.1111111111111111
bitch get up off me,0.2
bitch nigga miss me with it,0.3333333333333333
bitch plz whatever,0.3333333333333333
bitch who do you love,0.2
bitches get cut off everyday B,0.16666666666666666
black bottle amp a bad bitch,0.16666666666666666
broke bitch cant tell me nothing,0.16666666666666666
cancel that bitch like Nino,0.2
cant you see these hoes wont change,0.0
fuck no that bitch dont even suck dick  128514128514128514 the Kermit videos bout to fuck IG up,0.23529411764705882
got ya bitch tip toeing on my hardwood floors  128514 httptcocOU2WQ5L4q,0.09090909090909091
her pussy lips like Heaven doors  128524,0.14285714285714285
hoe what its hitting for,0.0
i met that pussy on Ocean Dr  i gave that pussy a pill  128524,0.14285714285714285
i need a trippy bitch who fuck on Hennessy,0.2222222222222222
i spend my money how i want bitch its my business,0.09090909090909091
i txt my old bitch my new bitch pussy wetter,0.3
id say im back to the old me but my old bitches would get excited  128524,0.0625
if you aint bout that Murder Game pussy nigga shut up,0.18181818181818182
if youre toes aint done you pussy stinks,0.125
im done with bitter bitches its a wrap for that  if you a angry bird theres a app for that,0.05
is that ya bitch,0.25
it aint nothing to cut a bitch off,0.125
jus meet son now he ya mane ass bitches  Shots,0.2
lames crying over hoes thats tears of a clown,0.0
like Snoop said in 94 we dont love these hoes,0.0
momma said no pussy cats inside my doghouse,0.125
most hated but the hoes favorite  2MW SevenOne  httptcoBMdSVMc3rC,0.0
"nice girls bad, make me get naughty Bad yello hoe, real nice body Down south chick, like em real thick httptcobzRDl3kF7U",0.0
pimps up pimps up hoes down  Future voice,0.0
post a picture of that pussy get 200 likes,0.1111111111111111
pussy is a powerful drug  128517 HappyHumpDay httptcoR8jsymiB5b,0.125
quick piece of pussy call it a drive by,0.1111111111111111
running round here like some brand new pussy thats bout to get fucked,0.07692307692307693
these bitches even worst theyll send them guys for you,0.1
these hoes like niggas that spend money not talk bout it,0.09090909090909091
we dont trust these niggas all these bitches,0.25
yall niggas b cuffing hoes cause yall aint never have bitches,0.18181818181818182
you dodge a bullet  128517 8220DaRealKha All da bitches I cut off pregnant or bound to be thank God 1285918221,0.05
young Pill Chamberlain these bitches love my music,0.125
128514128514128514128514128514128514128514128514128514128514128514VandalSavage Teanna Trump probably cleaner than most of these twitter hoes but,0.0
128514128514128514128514128514128514128514128514128514128514DaHomieFuzz Gay niggas couldnt wait to act like bitches tonight,0.2
128514128514128514TheParadox And ima steal his cat n replace it with a pitbull 128514128514128514128514 RT 80sbaby4life TheParadox He a bitch you should do it,0.043478260869565216
amp hes gone always be a hoe,0.0
Son of a bitch took my Tic Tacs I like this movie,0.08333333333333333
All I wanna do is get money and fuck model bitches - Russell Simmons,0.14285714285714285
2015seniorprobs I probably wouldn8217t mind school as much if we didn8217t have to deal with bitch ass teachers Retweet,0.10526315789473684
A7XDemery Im a fucking fag they said,0.2857142857142857
ARIZZLEINDACUT Females think dating a pussy is cute now httptcoVxBJg26Gsz how does doing this stuff make him a pussy,0.10526315789473684
Addicted2Guys -SimplyAddictedToGuys httptco1jL4hi8ZMF woof woof hot scally lad,0.0
AdoreBellaaa Have ya ever asked your bitch for other bitches - kanye voice Yes,0.14285714285714285
AdoreZoey How u gone bring ur side bitch to a game where You know Ya gf friends at  128553128553128553128553 I SWEAR,0.047619047619047616
AllAboutManFeet httptco3gzUpfuMev woof woof and hot soles,0.0
Allyhaaaaa Lemmie eat a Oreo amp do these dishes One oreo Lol,0.0
Almightywayne JetsAndASwisher Gook bitch fuck u httptcopXmGA68NC1 maybe youll get better Just httptcoTPreVwfq0S,0.15384615384615385
Almightywayne Fuck Red Malone man bitch ass niggah could you please use complete sentences,0.14285714285714285
ArizonasFinest6 Why the eggplant emoji doey he say she looked like scream lmao,0.0
AutoWorId Hennessey Venom GT 128584 httptcoi8eGMnKaJ9 thats one sexy bitch,0.2
BOSSBYTCHH Him seh me pussy wetter then a shower curtainahmesehwetnessltlmao,0.1
BROHEN314 Eaglesnation and every Eagles need to see that pic I just posted because that bitch just said the most racist shit,0.09090909090909091
"BVSEDCHINK Yo fuck skateboarding, all yall some wood pushing faggots man, ball is life httptcoVBCzP6HMT7 AmJemieBenn",0.0625
BabyAnimalPics baby monkey bathtime httptco7KPWAdLF0R Awwwwe This is soooo ADORABLE,0.0
BaylaaGottaBody 128514128514128514128514 I aint shit  Damn Skippy lol,0.125
BeEasyJrizzy u ever kill a ant on the sidewalk and think damn what if that nigga was on his way to get some pussyNo bs must b gt30%chance,0.07142857142857142
BeenBasedB KudaBrazyy httptcoLuUBGL9Y5u 0 rings 0 mvps 0 bitches lol,0.1
"BeenFLYnSolo ppl talk bad about the ghettohood  but as a kid growing up, a nigga had funnnnnnn",0.058823529411764705
BestProAdvice The facts on tattoostattoo httptcoZwnbhpDZ8e hes a pussy with not tattooing them nipples,0.07142857142857142
Bill215 128175128175128175 RT nelayden Bitches be wanting to act like niggas so bad 128553128553128553 that shit aint cuteeeee but niggas act like bitches,0.17391304347826086
BitchJones92 Get worshiping bitch httptcoR37CejCjou woof woof,0.14285714285714285
BlackChiquitita Wow RT thatmanpalmer Im lost Are those buttcheek piercings httptcoyn6guyOUQ6 yeah shes a hoe,0.0
"BlackNerdJade Ok, sis Shed rather be a broke bitch shrugs shell have to tell me how it works for her",0.05
Blackman38Tide WhaleLookyHere HowdyDowdy11 queer gaywad,0.2
BrokenPiecesmsc ItsNotAdam faggot read my tweets after dat k it wasnt even funny lol,0.07142857142857142
BrosConfessions This bitch was so ungrateful httptco06e77bGwbx fr  LULWHORE,0.1111111111111111
CASHandBOOBIES I been kidnapped yo bitch,0.16666666666666666
CBBaby24 whitethunduh alsarabsss hes a beaner smh you can tell hes a mexican,0.0
CCobey AydanMcCoy happy birthday nigs Thanks yo,0.0
CHlLDHOODRUINER when ur teacher tells u that u have homework httpstcoRKk5vawIj1 this bitch need to go,0.0625
CaelanG15 22EdHam CaelanG15 that nigga was eating that hoe lol Hell Yea lol john Paul nigga said john paul httptcoOSIpBKPr9h,0.1
CanIFuckOrNah What would yall lil ugly bald headed bitches do if they stop making make-up amp weave,0.058823529411764705
CarelessOne92 Leafs better win this damn game so I can go riot and shit EarlyChristmas you better start looting my nig,0.09523809523809523
CauseWereGuys Going back to school sucks more dick than the hoes who attend it,0.07142857142857142
CauseWereGuys On my way to fuck yo bitch httptcoj906T5zE2R me as a 9 year old,0.13333333333333333
CeleyNichole whitethunduh how come you never bring me food i dont have a car retard,0.06666666666666667
ChadMFVerbeck If Richnow doesnt show up with hella tinder hoes Im not his friend anymore chill I brought like like 8 prople,0.0
ChandlerParsons How bout them Cowboys Shutup pussy,0.14285714285714285
ClicquotSuave LMAOOOOOOOOOOO this nigga KrillzNuhCare httptcoAAnpSUjmYI ltbitch want likes for some depressing shitfoh,0.07692307692307693
ColeyCee lilaerii girl you know I was spitting that G shit to you amp you was going lbvsbitch plz,0.05263157894736842
"ColeyCee Let me make a couple tweets off cuzzo page, so I wont get in twitter jaillmao bitch dont trick me again",0.045454545454545456
ComedyPosts Harlem shake is just an excuse to go full retard for 30 seconds,0.07142857142857142
"ComedyTruth amen miley 128591 httptcoP2Kb2tfyxrokay, but she dont need to act like a hoe just bc shes emotionally damaged foh",0.0
"CoryBandz having one loyal female is wayyyyy better than having hoes , idc 128175",0.0
Crhedrys Pussy licking pussy meow meow StopWhitePeople2014 128049 httpstcoKeegDCjS5K8221,0.1111111111111111
DBABHolloway Check out our 12th man CowboysNation even with all those faggot ny fans in the stands,0.058823529411764705
DGotBricks What happen to them vixen ent bitches they got ran and threw to the side like a foothill bitch,0.1
DaeDaviDavie whitethunduh im the bitch okay nudes pat 128554128527128056 wow,0.1
"DevilGrimz VigxRArts youre fucking gay, blacklisted hoe Holding out for TehGodClan anyway httptcoxUCcwoetmn",0.07692307692307693
DiamondLoudKush The fuck be wrong with these bitches Nobody knows,0.2
Dietrich1892 Yall shut upp make me bitch,0.14285714285714285
DionaIrish I hate a Im pregnant type of bitch,0.1111111111111111
DoYouQ Got bitches in the DM but I dont ever readem which is y your top 3,0.058823529411764705
DomWorldPeace Baseball season for the win Yankees This is where the love started,0.0
Dommoneek Little stupid as bitch I dont fuck with yoooooouuuu,0.2
"DreadheadAri she really asked me that dead ass serious tho, all i could say was bitch wheet LOL",0.1111111111111111
"DunderbaIl Im an early bird and Im a night owl, so Im wise and have worms",0.0
EdgarPixar Overdosing on heavy drugs doesnt sound bad tonight I do that pussy shit every day,0.125
ElGrillo1 Pit Bulls Photographed As Lovely Fairy Tale Creatures httptcoQ0Sm89oOLh8221 They are fairy tale creatures,0.0
"FerociousGhost 1stNameBravo Aw fag, dont tweet aw to me lol",0.0
"FloKid88 As long as the Lakers trash from now on, I could careless And thats real CC BENBALLER hahaha",0.0
Frosstyy h0rheyd I didnt say anything tho kiss me then faggot,0.09090909090909091
"FunnyPicsDepot this the I play soccer, cheat on girls, and wear khaki coloured cargos haircut httptcoZUai7qWBIR 128514 yup",0.0
G27Status I could go for a fat ass bitch on my lap same,0.15384615384615385
GEDMelle 17 missed calls 128544128545Das yo PO bitch twitter finna be screamn FreeMoneyMelle,0.07692307692307693
GTMAl Ya side bitch gotta know its rules to this shitanybody ask you my cousin from jersey thinkin bout moving lmmfao 128514128514128514128514,0.045454545454545456
GagaTom1 8220MaleFoot 3 | Amo los pies httptco4QE1hDkK8i8221 fuck yeah,0.1
GirlThatsVonte These hoes be thinking Meat wont slap they ass 128564128075 ainna bruh,0.07692307692307693
GirlThatsVonte Yall bitches wit no edges be doing the most talking 1285531285649995128514128514128514,0.08333333333333333
GirlThatsVonte Yall still going trick or treating this year or nahhell yeah ima be da sweet tooth bandit steal bitches bags n shit,0.08695652173913043
Girllssues I wanna have sex with my mom fuck her right in that pussy where I came from damn you got hacked like fuck,0.20833333333333334
GizzyJones94 If she kiss u with her eyes open watch that bitchlmfao,0.0
Goofstroop You a woulda coulda shoulda ass hoe 128563128586,0.1111111111111111
GottiLTF Happy Bday Bitch Ass Nigga JetsAndASwisherpreciate that bitch roll up,0.09090909090909091
HBMostDope 1Jayee PipinHoes used to send that bitch up,0.1111111111111111
HBMostDope Ugly bitches be like Im my own WCW duh bitch you aint nobody elses128514128514,0.13333333333333333
"HaloTGMG 1stNameBravo nigga you know we hacky sack hoes nah, I throw no look passes lmao",0.0625
HeartlessFuck Glad Im getting outta Atlanta Nothing but a bunch of niggas in amp outta jail amp dumb bitches with mad kids fuckin em,0.125
HermosaAlma This isnt ghettoits smart httpstcoMPAzQ3Jswf Im doing this idc,0.0
HiImJoriB I would wife a hoe only cuz we wouldnt care that we cheating in each other why force the relationship in the first place,0.0
HornyFacts Being single isnt an excuse to be a hoe TheOneMissLuu,0.0
HoskinsTy96 White boy power bitch black power bitch,0.25
"Hudgens11 Lets get drunk, get blowed, spit shit spark blunts amp fuck hoes Bro white dudes have no chill",0.10526315789473684
IScoutGirls verballyabrupt bitch where u been Around the world and back Where you been,0.07142857142857142
ItsYahBoiRay anelylove if I dont get my dick sucked at yo party by a bad bitch Im fr gone set it off 128514128514128514128514 by anelylove,0.08
Itsyesie oomf is soooo cute But he probably has hoes on him a lot,0.0
JAYten9 In every cartoon theirs alway a nuffsaid15 saving these hoes lmao httptco9uKD8wtZ6x lmao damn captain SaveAHoe,0.058823529411764705
JReebo Who wants to get there nose in these bad bois then scally chav sockfetish stinking httptcoFeQxgN0W6I hot sox and legs,0.0
JamesyNBA I wish I was a bitch like my brother keezy 128530 ooooow I bet you do,0.058823529411764705
JasminePore If you dressed up as a cat for Halloween you are basic or a pussy,0.0625
Jewelxo Can pornhub just get a gaming stream feature so these dumb bitches can gtfo Pornhub get on it Katielt3,0.05
JoeBudden stop being scared to choke her during sex u bitch ass niggas She8217ll like it Says the guy who hits women out of bed FOH,0.15384615384615385
Johnny55Perez whitethunduh ha well iguess I make them hoes loyal bro theyll never be loyal that y they hoes my nig,0.0
"KazAtta 1TAKEHOV Oh man its 5 am, you off a molly, ho where the fuck ya seed at fixed",0.05263157894736842
KelsieBelsi Youre not a man if you refer to every girl as a bitch,0.07142857142857142
KeyshawnSwag Lmfao this cat started beating the shit out of me my nigga finally got some pussy MY NIGGA,0.15789473684210525
KeyshawnSwag Peel up peel up bring it back up rewind back where Im from they move Shaq from the line ooooow who tf said that trash,0.0
KingCuh 16stanleys io io alu record ho vine sai pe hahahaha lol anywaaaaaays haha,0.0
KingHendo95 VonDreaam naw its my old tape new cover  my upcoming mixtape is KingOfTheHill Yeah Im waiting on that hoe Mayne,0.0
KingTeej Ol dirty foot ass bitches this was too funny to me,0.16666666666666666
KingShawn6 whitethunduh thats where I get my yellow flags for being amazing 128079128524 HELL YEAH NIGGY,0.0
KissMySmilee Dont got time for bitches to be actin iffy,0.1
KnightfanNeal UCFPINKPARTY come on stay alive knights nation This is still the early bird special ComeAtMeUT,0.0
KyraNadiya These hoes aint loyal  no they aint httptcoh1UBsVbkGl Smfh amp wonder why nobody decent wants them,0.0
"LCisTJ Bruh, you studs keep thinking Im soft as hell Ask ya girl how many times she screamed she was my bitch Oh okay STFU BYE HOE",0.07407407407407407
LODYCASH dry pussy bitches always blame it on the condom128514128079128514128079128514,0.2
LUNAraps shut yo bitch ass up httpstcoIemN1u0gm5 128557128514,0.25
LaFlareGodJosh Gucci Mane in jail and dropping mixtapes every month and you hoes cant even text back,0.0
Latrobemark You love these hoes more then money wats wrong these niggas,0.08333333333333333
LeBronVuitton A loyal bitch from the burbs without daddy issues is like finding a holographic Mewtwo sounding like me over there lol,0.045454545454545456
"LiLFridayHOE Easy cum, easy hoe Thats a fact",0.0
LifeAsBros Charlie Sheen is too real httptcogGGdK3kOV7 major fucking respect for Charlie Sheen,0.07692307692307693
Lightskingawdd Wish I had a bae 12853 You got all the hoes tho,0.0
LilMike12 Fuck twerking bitch can you cook,0.14285714285714285
Linniekravitz WesGodLaFlare bitch wtf httptcoDaSmycxODB,0.2
"LipetheGreat 8220h0rheyd LipetheGreat Shut up zoe fight me pussy8221 for zoe Im good, man You are good maam Move along now",0.0
LolaaIsDope Lmao fucking snake bitches  em,0.3333333333333333
LoveableAizah Big booty hoes everywhere sheesh 128525 damn 127807128064127807,0.1111111111111111
MLBNetwork Stay tuned to MLBNetwork for an update on the report that Yankees 1B teixeiramark25 will be out 8-10 weeks dliming35 bum,0.0
"MRad 8220DezDLT I play soccer, cheat on girls, and wear khaki coloured cargos haircut httptcotYCIhD6PkW8221 yes lmfaosoccerboy04",0.0
MadFlyentist Oregon chokes every year get off the field trash ass program RFT,0.07692307692307693
"MannyDiesel Def not cowboy lol RT ArtofFloyd Terrell Owens was the best Eagle amp Cowboy ever dude cried like a bitch on tv, over Romo",0.04
MarkRoundtreeJr LMFAOOOO I HATE BLACK PEOPLE httpstcoRNvD2nLCDR This is why theres black people and niggers,0.0
Master11 20ToLife GabrielaStarr How could u do this to me bitch potent,0.08333333333333333
MaxMayo77 httptco3Jk4kR44X3 a pissed lad past out I would lick his dirty soles while he slept,0.0
MaxMayo77 httptcoPrrskknqRv love frat boy w soft long soles,0.0
MaxMayo77 httptcoXpSC3makgJ sexy lad with hot soles and arches,0.1111111111111111
MegamindNick whitethunduh nah fam I gotta cheat with the hoes depends on the female i feel,0.0
Meshanojas Vontethekidd 128079128079128079128079128588 I got hicks lol,0.0
Migsmichelen This new twitter is confusing the shit out of me Go back to south america bitch,0.11764705882352941
Miikitox3 Toto means ass or vaginaI think pussy cause toto santi is like nasty pussy,0.26666666666666666
MikelaHenry but what if he actually does choose the ugly bitch over you 58381Her ass must be fat,0.1111111111111111
MileyCyrus bitch couldnt kill my vibe if ya tried 127752127752127752 dis why i love miley,0.06666666666666667
"Montrell Im tired of bitches saying I look mean 128530 nigga you big af, wear tight shirts, and grim everybody",0.1
"MotherJones 10 birds your grandkids may never see, thanks to climate change httptcoXqmXHkAsWt httptcoRbITeGRnhm Climate",0.0
MvckFadden Stay beautiful you bitch,0.2
NICKIMINAJ WutKinda r purple Ceeeleeeman this gurl was jus playin on the stupid hoe  track But in still shitted on sum gurls,0.0
NastyCopper Money getting taller and bitches getting blurry,0.125
NewsomeJade I aint never seen a bitch so obsessed with they nigga128514 Im obsessed with mine 128529,0.058823529411764705
Nicholasted33 Kobe stay talking trash But lets not forget httptcoVH4tnEkvTP JAustin12 I meant to do this one Smh,0.0
NoChillPaz At least Im not a nigger httptcoRGJa7CfoiT Lmfao,0.1111111111111111
NoFAKINGG People always asking me what Im mixed with She a bad asian bitch lol,0.06666666666666667
NotoriousBM95 WhitePonyJr Ariza is a snake and a coward but at least he isnt a cripple like your hero Roach lmaoo,0.0
OSAYitaintso 8220IgnoreAllLaws Fosters home for imaginary trash8221 WHOA CHILL that show was everything tf,0.0
"OfficialReplay I am lowkey tired if you tired, be quiet and go to sleep hoe",0.0
PRAYINGFORHEAD 8220macklemroe Stop bringing weird niggers into my mentions PRAYINGFORHEAD8221 httptcocussDJesRK,0.0
PRETTyBOSsBRAt We dont love these hoes 128080128581,0.0
PatrickQuelo If yo girl cant have homeboys you a ol weak bitch ass nigga,0.21428571428571427
Patsfanjoe32 dpalomino52 I think worst advice I gave you was  dont be a pussy and speed up lol,0.05555555555555555
PoemsPorn Quote this tweet with your favorite animalpussy,0.0
"PoeticSuccess I hate when strippers tell you theyre dancers Hoe, ballet dancers dont pop their pussy to Beethoven You a STRIPPER",0.047619047619047616
Poffalicious Andrewbryant Poff has double vision after 2 beers Poff  Double pussy 128526 smh,0.07142857142857142
"Poobie When bitches TWERK on the computer ME In ya 128089, in ya damn 128089825265039",0.13333333333333333
"ProdsJewel 8220sreadthepeace 8220yungmindless PeacePunkPrince Prince, THIS is art httptcoEPHRWxMBHr8221 nobody takin his bitch",0.07692307692307693
QUAN1T0 61% of welfaregovernment aid is claimed by white people So yall black slander is trash now,0.0
QUAN1T0 These bitches dont care they just play that role,0.1
"""QueenKaaat It took a while for you to find me, but I was hiding In the lime tree",0.0
"Iemonaids dis bitch in da wrong tree bro""",0.125
"RTNBA Drakes new shoes that will be released by NikeJordan Yes, theres glitter on the shoes httptcoQCtPLxHEXM dudes a fag",0.05
RachieSoul DizzleOfficial inna di ghetto You alone lmaoo,0.0
RamBoutIt 8220Master11 20ToLife RamBoutIt hoes Austin8221 teach us AustinI teach u how to get curved Thats all I know,0.0
ReachtheeCLIMAX bitches cant cook but know how to suck dick  so to the ones that can do both,0.1111111111111111
RenegadeMo Fat hoes get chose lol,0.0
"RiahSM hoesaintloyal well theyre hoes,no one expects them to be loyal",0.0
RishaaWilliams TRESHONSCROOGE Nevertrustt ol bitch ass httptcoAmcOinY0wG,0.2857142857142857
RnadJorell Bruh im tired of niggas retweetin Miley Cyrus naked that bitch aint no types of bad lmaooo,0.1111111111111111
SacTownProdigy Just because tony romo at the mavs game dont mean he still not a bitch lmao Fuk them cowgirls lol bitch fuck you,0.125
"""SamJLayman  Holy shit, Freddie Highmore was in Charlie and the Chocolate Factory",0.0
"Me rolls on the floor, laughing""",0.0
Samirahusic I dont want to have sex with my gf because I feel like Im using her - anonymous Whata faggot,0.09523809523809523
"SexualGxfs  One of your followers with this 128525128553 httptcoF1TJl9xnCT  somebody, bitch if you dont",0.07142857142857142
ShaaJenkins If ya bitch always bitching clearly she care Or just an annoying Bitch,0.07142857142857142
ShanTaughtHer These catfish hoes thinkin they slick But niggas catching on 128524,0.08333333333333333
SheWentToJordan Cant worry about a bitch that aint worried bout me real,0.08333333333333333
ShowArrive Side hoes are for insecure niggas that cant handle a real one,0.07692307692307693
Shunstokes 128514128514128514128514RT bluprint4 Lmao This bitch come scooting in the tent like she about to fuck some shit up 128557128557128557,0.15
Shunstokes My cousin said he share hoes with his brothers He said sharing is caring and he love his brothers 128514,0.0
SlimGirlProbz im hungry but ionn wanna spend my money on food128530Broke hoe problems 128514128514128514128128,0.0
SmeegBaby Dese hoes be LYIN to all of us nigga,0.1
SnakecharmsDump httptco4b427dQZCV oh yeah fuck that bitch,0.2857142857142857
SportsCenter Eli Manning just threw his NFL-leading 27th interception of the season Lmao trash,0.0
SportsCenter USC senior RB Anthony Brown calls head coach Steve Sarkisian a racist and quits team 187 httptcoJOOsdSubIR hes a bitch,0.047619047619047616
StellaTex Guess what I also have zero time for your mansplaining Adios Stfu pussy,0.07142857142857142
Stephenwildboy Chilling 1280698482 httptcomik3iPNle6 sexy scally lad,0.14285714285714285
Strap I aint sharing no bitch if you mines you mines 128175,0.08333333333333333
SukMySweetness money only impress the simple broke bitches,0.125
"Sylvieamx Pisces will never be anybodys bitch, they dont let people control or change them Rigghhht",0.0
TEEJONEZ 16stanleys KingCuh tuku ho idk blah blah blah 128514128514128514,0.0
TEEJONEZ KingCuh 16stanleys Im not mad cuh hahaha suure tuku ho ita 128514128514,0.0
TayKnosBest These hoes is crazy,0.0
TaylorrBabee You aint ever gonna be a slice bitch Kevin hart (,0.08333333333333333
"ThatniggaTroy Oomf so fuckin fine tho 128553 dam  her, dont be no bitch",0.15384615384615385
TheGamerKingKev I wonder if the girl that gave head to 24 boys for a drink in magaluf has twitter she probly sends nudes for fags,0.04
TheNymphoTweets Hickies in between her thighs right by her pussy gtgtgt Its only right,0.07142857142857142
TheOneMissLuu Would you still love me when Im no longer young and beautiful No Ugly monkey ass,0.058823529411764705
TheRealRickyB21 JetsAndASwisher Gook yall come through the frontbitch I aint coming,0.0
TheRealRickyB21 JetsAndASwisher faggot bitch httptco2HyyAbk4eH,0.4
"TheRealistSam Madrid2 yea, Im on my iPad I dont work this Friday Lets ball this faggot up TropicalBlanketi work 2-5",0.05
Theo17100 httptcoBYj1HOyhmG this scally lad would get it,0.0
